datetime,hour,day,month,weekday,aqi_us,aqi_cn,main_pollutant,temp,humidity,pressure,wind_speed,wind_direction,openweather_aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3,computed_aqi,main_pollutant_calc,pm2_5_nowcast,pm10_nowcast,aqi_change_rate,computed_aqi_t+24,computed_aqi_t+48,computed_aqi_t+72
2025-07-24 10:17:00,10,24,7,3,60,20,p2,30,72,995,6.95,252,4,74.61,0.01,0.05,45.52,0.42,26.27,121.21,0,79,PM10,24.536252152726156,111.79527254755247,0.012820512820512775,81,95,104
2025-07-24 11:17:00,11,24,7,3,61,21,p2,30,72,995,6.69,251,4,75.13,0.01,0.05,45.44,0.43,26.61,122.06,0,80,PM10,24.84883208274508,114.05203621788517,0.012658227848101333,83,96,105
2025-07-24 12:17:00,12,24,7,3,59,20,p2,29,72,994,6.51,249,4,75.65,0.01,0.06,45.59,0.43,26.66,121.47,0,81,PM10,25.201155069367868,115.70815202283423,0.012499999999999956,84,97,108
2025-07-24 13:17:00,13,24,7,3,54,15,p2,29,73,995,6.18,241,3,76.88,0.01,0.06,45.26,0.38,21.93,90.99,0,78,PM10,24.540307624594835,110.39869104910748,-0.03703703703703709,84,98,110
2025-07-24 14:17:00,14,24,7,3,60,20,p2,29,75,995,6.06,239,3,77.47,0.0,0.08,45.6,0.38,20.83,86.77,0,75,PM2.5,23.73343820195141,103.27016357557766,-0.038461538461538436,85,93,112
2025-07-24 15:17:00,15,24,7,3,60,20,p2,29,77,996,6.6,238,3,78.1,0.0,0.08,46.05,0.38,19.87,82.94,0,73,PM2.5,22.652643571936707,96.04133190287484,-0.026666666666666616,82,97,113
2025-07-24 16:17:00,16,24,7,3,65,24,p2,28,81,996,7.24,240,3,78.8,0.0,0.09,46.43,0.38,19.32,80.36,0,71,PM2.5,21.630104778476408,90.08576164220689,-0.0273972602739726,81,97,114
2025-07-24 17:17:00,17,24,7,3,64,23,p2,28,82,997,7.26,245,3,79.65,0.0,0.09,46.8,0.38,19.26,79.47,0,70,PM2.5,20.943905282582403,86.14692568910436,-0.014084507042253502,80,98,113
2025-07-24 18:17:00,18,24,7,3,63,22,p2,28,82,997,6.58,237,3,80.34,0.0,0.09,46.99,0.38,19.85,80.42,0,69,PM2.5,20.62286599787902,84.09662328741537,-0.014285714285714235,80,100,112
2025-07-24 19:17:00,19,24,7,3,63,23,p2,28,81,997,6.3,237,3,80.58,0.0,0.09,46.82,0.37,21.08,82.11,0,69,PM2.5,20.733836301397318,83.34516135442836,0.0,81,103,111
2025-07-24 20:17:00,20,24,7,3,64,23,p2,27,81,997,6.09,240,3,80.46,0.0,0.09,46.45,0.37,22.98,87.17,0,70,PM2.5,21.347168959980426,84.6234083746737,0.01449275362318847,82,106,110
2025-07-24 21:17:00,21,24,7,3,64,23,p2,27,82,997,5.78,241,3,79.94,0.0,0.09,45.75,0.39,25.23,95.89,0,73,PM2.5,22.422977438518558,88.50895179471226,0.04285714285714293,84,108,109
2025-07-24 22:17:00,22,24,7,3,70,27,p2,27,81,996,5.09,249,4,78.8,0.0,0.09,45.07,0.4,26.77,101.51,0,75,PM2.5,23.652979748277357,93.0052523382697,0.027397260273972712,85,110,107
2025-07-24 23:17:00,23,24,7,3,63,22,p2,27,80,996,5.7,254,4,77.83,0.0,0.09,44.6,0.41,26.87,100.62,0,77,PM2.5,24.57878686312909,95.55495592152141,0.026666666666666616,87,110,104
2025-07-25 00:17:00,0,25,7,4,60,20,p2,27,81,997,5.66,260,3,77.0,0.0,0.09,44.48,0.41,26.23,97.03,0,78,PM2.5,25.04415400977885,93.52745263332748,0.01298701298701288,88,111,102
2025-07-25 01:17:00,1,25,7,4,55,16,p2,27,81,997,5.49,257,3,76.23,0.0,0.09,44.72,0.42,26.48,99.1,0,79,PM2.5,25.474954332248306,94.83593427017803,0.012820512820512775,89,110,99
2025-07-25 02:17:00,2,25,7,4,57,17,p2,27,81,997,6.09,251,3,75.99,0.0,0.09,45.09,0.4,24.94,92.72,0,79,PM2.5,25.345258444601477,94.44883071640383,0.0,90,109,98
2025-07-25 03:17:00,3,25,7,4,58,18,p2,28,78,997,6.06,248,4,75.43,0.01,0.09,45.78,0.42,25.95,101.17,0,79,PM2.5,25.548796719124837,96.12969262758446,0.0,91,109,96
2025-07-25 04:17:00,4,25,7,4,71,28,p2,28,76,998,6.15,244,3,75.75,0.01,0.07,46.48,0.39,24.75,97.2,0,79,PM2.5,25.35138172360177,96.56673824941953,0.0,91,108,95
2025-07-25 05:17:00,5,25,7,4,61,20,p2,29,74,998,6.12,244,4,75.76,0.01,0.06,47.14,0.39,25.06,102.63,0,79,PM2.5,25.298286391068967,98.15669063057112,0.0,92,107,95
2025-07-25 06:17:00,6,25,7,4,62,21,p2,29,72,998,5.9,242,4,75.78,0.01,0.05,47.51,0.4,25.43,107.93,0,79,PM2.5,25.37773037438111,100.93824330657984,0.0,92,105,95
2025-07-25 07:17:00,7,25,7,4,61,21,p2,30,72,997,6.44,241,4,75.89,0.01,0.05,47.71,0.4,25.85,112.87,0,79,PM2.5,25.55243042082298,103.85767165293456,0.0,92,104,96
2025-07-25 08:17:00,8,25,7,4,68,26,p2,30,71,997,6.73,243,4,76.12,0.01,0.04,47.79,0.41,26.35,117.51,0,80,PM2.5,25.779096908177177,106.87776497879614,0.012658227848101333,92,103,96
2025-07-25 09:17:00,9,25,7,4,73,30,p2,30,72,996,7.1,247,4,76.38,0.01,0.04,47.78,0.41,26.89,121.41,0,80,PM2.5,25.94467957816272,111.03747862620426,0.0,93,103,97
2025-07-25 10:17:00,10,25,7,4,64,23,p2,30,73,996,7.55,249,4,76.59,0.01,0.04,48.01,0.42,27.52,124.93,0,81,PM2.5,26.134873264258722,115.26221591621164,0.012499999999999956,95,104,99
2025-07-25 11:17:00,11,25,7,4,61,21,p2,29,74,996,7.27,250,4,76.55,0.01,0.05,48.46,0.44,27.91,126.78,0,83,PM10,26.389620805863565,118.78049048216023,0.024691358024691468,96,105,100
2025-07-25 12:17:00,12,25,7,4,57,18,p2,29,75,996,6.79,250,4,76.19,0.01,0.05,49.31,0.46,27.96,126.54,0,84,PM10,26.633733895338572,121.055191400294,0.012048192771084265,97,108,102
2025-07-25 13:17:00,13,25,7,4,63,22,p2,29,77,996,7.14,249,4,76.27,0.0,0.07,50.5,0.47,27.93,125.78,0,84,PM10,26.832686713246822,122.49637856055661,0.0,98,110,104
2025-07-25 14:17:00,14,25,7,4,64,23,p2,28,79,996,7.31,248,4,76.38,0.0,0.08,51.84,0.48,28.11,126.25,0,85,PM10,27.107040246725326,123.01723629822682,0.011904761904761862,93,112,105
2025-07-25 15:17:00,15,25,7,4,71,29,p2,28,81,997,7.03,242,3,78.78,0.0,0.08,53.31,0.4,23.72,90.69,0,82,PM2.5,26.641387624791815,114.46318302926392,-0.03529411764705881,97,113,105
2025-07-25 16:17:00,16,25,7,4,69,27,p2,28,83,997,7.12,235,3,78.95,0.0,0.08,54.43,0.41,24.0,90.91,0,81,PM2.5,26.211323140400893,107.72565347270867,-0.012195121951219523,97,114,104
2025-07-25 17:17:00,17,25,7,4,64,23,p2,28,82,998,6.52,241,3,79.14,0.0,0.08,55.26,0.42,24.79,92.18,0,80,PM2.5,25.98303284725321,103.24595100115049,-0.012345679012345734,98,113,103
2025-07-25 18:17:00,18,25,7,4,76,32,p2,28,82,999,6.76,254,3,78.72,0.0,0.08,55.38,0.43,26.18,95.9,0,80,PM2.5,26.03134685593166,101.09220616412055,0.0,100,112,101
2025-07-25 19:17:00,19,25,7,4,62,22,p2,28,83,998,7.26,247,3,77.4,0.0,0.09,54.45,0.44,27.72,99.81,0,81,PM2.5,26.338833525718908,100.6592456966766,0.012499999999999956,103,111,99
2025-07-25 20:17:00,20,25,7,4,74,30,p2,28,83,998,7.44,248,4,76.17,0.0,0.09,53.29,0.44,29.03,101.33,0,82,PM2.5,26.856601388684606,100.7659920077067,0.012345679012345734,106,110,97
2025-07-25 21:17:00,21,25,7,4,72,30,p2,28,82,997,7.52,253,4,75.14,0.0,0.09,52.33,0.44,29.99,101.76,0,84,PM2.5,27.588042864216042,100.94670114168899,0.024390243902439046,108,109,94
2025-07-25 22:17:00,22,25,7,4,63,22,p2,28,81,997,7.32,257,3,74.59,0.0,0.09,51.79,0.43,30.59,99.36,0,85,PM2.5,28.346915918053156,100.36196368387486,0.011904761904761862,110,107,89
2025-07-25 23:17:00,23,25,7,4,63,22,p2,28,81,997,7.45,265,3,74.27,0.0,0.09,51.51,0.43,31.16,97.94,0,87,PM2.5,29.112527789435013,99.52963734910384,0.0235294117647058,110,104,86
2025-07-26 00:17:00,0,26,7,5,56,17,p2,28,80,997,7.58,267,3,73.88,0.0,0.08,51.58,0.42,31.61,99.05,0,88,PM2.5,29.821184144868905,99.25192793672304,0.011494252873563315,111,102,85
2025-07-26 01:17:00,1,26,7,5,57,18,p2,27,80,997,7.53,271,3,74.12,0.0,0.08,52.05,0.41,31.52,99.85,0,89,PM2.5,30.274721540340355,99.2798604918221,0.011363636363636465,110,99,85
2025-07-26 02:17:00,2,26,7,5,61,21,p2,28,79,998,6.48,265,4,74.2,0.0,0.08,52.67,0.41,31.46,102.82,0,90,PM2.5,30.598105168720053,98.88974064453907,0.011235955056179803,109,98,86
2025-07-26 03:17:00,3,26,7,5,65,24,p2,28,78,998,6.35,255,4,73.82,0.0,0.09,52.9,0.42,31.68,108.37,0,91,PM2.5,30.899576573111446,101.1424182538417,0.011111111111111072,109,96,86
2025-07-26 04:17:00,4,26,7,5,61,21,p2,28,76,999,6.92,254,4,73.03,0.0,0.09,52.71,0.44,32.12,117.84,0,91,PM2.5,31.21000708177376,105.63972111015083,0.0,108,95,88
2025-07-26 05:17:00,5,26,7,5,64,23,p2,29,75,999,7.8,259,4,72.19,0.01,0.07,52.13,0.46,32.48,127.85,0,92,PM2.5,31.451666481340386,112.0006826966717,0.01098901098901095,107,95,90
2025-07-26 06:17:00,6,26,7,5,63,23,p2,29,74,998,8.21,257,4,71.09,0.01,0.06,51.43,0.48,32.5,135.45,0,92,PM2.5,31.593483431108808,119.38368326408184,0.0,105,95,93
2025-07-26 07:17:00,7,26,7,5,72,30,p2,29,73,998,8.24,252,4,70.28,0.01,0.05,50.64,0.5,32.17,141.4,0,92,PM2.5,31.682760421355447,127.2150007620262,0.0,104,96,95
2025-07-26 08:17:00,8,26,7,5,64,23,p2,29,72,998,7.78,249,4,69.79,0.01,0.05,50.02,0.51,31.67,145.78,0,92,PM2.5,31.72816746447599,134.0838106907438,0.0,103,96,99
2025-07-26 09:17:00,9,26,7,5,70,28,p2,29,72,997,7.91,255,4,69.71,0.01,0.05,49.54,0.51,31.25,148.79,0,93,PM10,31.737410313260337,139.62316514385103,0.010869565217391353,103,97,103
2025-07-26 10:17:00,10,26,7,5,79,34,p2,29,72,997,8.03,261,4,70.11,0.01,0.05,49.17,0.51,31.07,150.75,0,95,PM10,31.725949038874603,143.8516999543642,0.021505376344086002,104,99,107
2025-07-26 11:17:00,11,26,7,5,72,29,p2,29,73,996,8.31,258,4,70.58,0.01,0.05,49.01,0.52,30.96,151.0,0,96,PM10,31.67745725183519,146.27978569737184,0.010526315789473717,105,100,110
2025-07-26 12:17:00,12,26,7,5,67,25,p2,29,75,996,7.15,255,4,71.18,0.01,0.06,49.2,0.52,31.13,150.94,0,97,PM10,31.622745946623294,147.87748687880102,0.01041666666666674,108,102,111
2025-07-26 13:17:00,13,26,7,5,62,22,p2,28,77,996,6.82,247,4,72.08,0.0,0.07,49.72,0.54,31.9,152.86,0,98,PM10,31.65865997430593,149.47681618550396,0.010309278350515427,110,104,110
2025-07-26 14:17:00,14,26,7,5,67,25,p2,28,79,997,7.0,245,4,73.25,0.0,0.08,50.64,0.56,34.56,163.53,0,93,PM2.5,32.03287667260194,154.49002547485162,-0.05102040816326525,112,105,109
2025-07-26 15:17:00,15,26,7,5,71,28,p2,28,80,997,7.45,245,4,74.05,0.0,0.09,50.64,0.53,31.28,136.92,0,97,PM10,31.93926439390926,148.6400670491514,0.043010752688172005,113,105,108
2025-07-26 16:17:00,16,26,7,5,73,30,p2,28,80,998,7.7,250,4,74.49,0.0,0.09,51.31,0.55,33.48,146.43,0,97,PM10,32.151395612218955,148.2028518470403,0.0,114,104,107
2025-07-26 17:17:00,17,26,7,5,82,37,p2,28,80,998,7.56,256,4,74.61,0.0,0.09,51.91,0.56,35.68,156.45,0,98,PM10,32.74969141811876,150.05035974095964,0.010309278350515427,113,103,106
2025-07-26 18:17:00,18,26,7,5,87,41,p2,28,79,998,7.65,257,4,74.39,0.0,0.09,52.2,0.58,37.73,166.54,0,100,PM10,33.89991646214911,153.60119859515532,0.020408163265306145,112,101,106
2025-07-26 19:17:00,19,26,7,5,79,34,p2,27,78,998,7.34,260,4,73.65,0.0,0.09,52.11,0.6,39.07,174.78,0,103,PM10,35.22927215949137,159.08681123384386,0.030000000000000027,111,99,106
2025-07-26 20:17:00,20,26,7,5,81,36,p2,27,78,998,7.34,266,4,72.86,0.0,0.09,51.85,0.6,39.52,179.8,0,106,PM10,36.32299186238923,164.82645293742965,0.029126213592232997,110,97,105
2025-07-26 21:17:00,21,26,7,5,64,23,p2,27,79,997,6.64,257,4,72.01,0.0,0.09,51.55,0.61,39.32,182.04,0,108,PM10,37.07081185077494,169.64094000866754,0.018867924528301883,109,94,104
2025-07-26 22:17:00,22,26,7,5,73,30,p2,27,79,997,7.45,257,4,71.51,0.0,0.09,51.26,0.62,38.74,181.14,0,110,PM10,37.52613637608542,172.74634451768114,0.0185185185185186,107,89,103
2025-07-26 23:17:00,23,26,7,5,64,23,p2,27,80,997,7.27,257,4,70.82,0.0,0.09,50.83,0.62,37.78,177.58,0,110,PM10,37.63839490281619,174.1676739036079,0.0,104,86,102
2025-07-27 00:17:00,0,27,7,6,68,26,p2,27,80,997,6.93,260,4,70.33,0.0,0.09,50.45,0.62,36.78,173.61,0,111,PM10,37.516611822212056,174.21987738963423,0.009090909090909038,102,85,101
2025-07-27 01:17:00,1,27,7,6,61,21,p2,27,79,998,7.03,259,4,70.16,0.0,0.09,50.38,0.61,35.86,170.44,0,110,PM10,37.224327997206586,173.43067738632104,-0.009009009009009028,99,85,101
2025-07-27 02:17:00,2,27,7,6,70,28,p2,27,79,998,7.22,257,4,70.25,0.0,0.09,50.74,0.59,34.81,167.11,0,109,PM10,36.72428945312874,171.89412124739616,-0.009090909090909038,98,86,94
2025-07-27 03:17:00,3,27,7,6,63,22,p2,27,78,998,7.79,263,4,70.2,0.0,0.09,50.79,0.59,33.59,163.34,0,109,PM10,36.3777099735345,170.45678643747826,0.0,96,86,101
2025-07-27 04:17:00,4,27,7,6,63,23,p2,28,77,999,7.27,262,4,69.41,0.0,0.09,50.2,0.59,32.37,159.19,0,108,PM10,35.52193797835305,169.43134028742358,-0.00917431192660545,95,88,102
2025-07-27 05:17:00,5,27,7,6,62,21,p2,28,77,999,7.29,258,4,68.64,0.01,0.08,49.31,0.6,31.23,155.13,0,107,PM10,34.38665755524375,167.18101483595507,-0.0092592592592593,95,90,102
2025-07-27 06:17:00,6,27,7,6,63,22,p2,28,75,998,7.24,256,4,68.09,0.01,0.07,48.84,0.6,30.25,151.96,0,105,PM10,33.165441358890085,163.9428632269671,-0.01869158878504673,95,93,101
2025-07-27 07:17:00,7,27,7,6,90,43,p2,29,74,998,7.56,253,4,68.72,0.01,0.07,49.27,0.58,29.57,150.38,0,104,PM10,32.05767107486578,160.85534871722368,-0.00952380952380949,96,95,102
2025-07-27 08:17:00,8,27,7,6,66,25,p2,29,74,997,7.36,249,4,69.94,0.01,0.06,50.22,0.55,29.94,154.11,0,103,PM10,31.480059057444223,159.1803059123428,-0.009615384615384581,96,99,103
2025-07-27 09:17:00,9,27,7,6,63,22,p2,29,74,997,7.76,243,4,70.9,0.01,0.06,50.85,0.54,31.46,163.08,0,103,PM10,31.47412359828268,159.56653517494811,0.0,97,103,108
2025-07-27 10:17:00,10,27,7,6,62,21,p2,29,74,997,7.6,240,4,71.54,0.01,0.06,50.93,0.54,33.35,173.66,0,104,PM10,31.91108488915729,161.82853093271473,0.009708737864077666,99,107,112
2025-07-27 15:17:00,15,27,7,6,69,27,p2,28,79,998,6.91,234,4,73.54,0.0,0.09,51.0,0.56,34.9,175.49,0,105,PM10,32.502429998033485,163.75125166191805,0.009615384615384581,100,110,116
2025-07-27 16:17:00,16,27,7,6,74,30,p2,28,79,999,6.91,235,4,73.66,0.0,0.09,50.7,0.55,36.86,185.55,0,108,PM10,33.366639872670625,168.58820467984245,0.02857142857142847,102,111,117
2025-07-27 17:17:00,17,27,7,6,81,36,p2,28,78,999,7.41,244,4,73.49,0.0,0.09,50.21,0.54,37.0,187.84,0,110,PM10,34.12522074710706,172.93766625810278,0.0185185185185186,104,110,118
2025-07-27 18:17:00,18,27,7,6,81,36,p2,27,80,999,7.95,249,4,72.91,0.0,0.09,49.5,0.55,37.37,191.53,0,112,PM10,34.88387290309462,177.74169459002977,0.018181818181818077,105,109,116
2025-07-27 19:17:00,19,27,7,6,79,34,p2,27,81,999,7.49,256,4,71.45,0.0,0.1,47.68,0.58,36.2,185.47,0,113,PM10,35.193504720963205,179.6782132592205,0.008928571428571397,105,108,115
2025-07-27 20:17:00,20,27,7,6,73,30,p2,27,80,999,7.74,262,4,70.95,0.0,0.1,46.81,0.58,35.24,182.84,0,114,PM10,35.24161357204202,180.6525846688456,0.008849557522123908,104,107,113
2025-07-27 21:17:00,21,27,7,6,71,29,p2,27,79,998,7.43,267,4,70.25,0.0,0.11,45.53,0.6,33.75,174.31,0,113,PM10,34.96399940706083,179.5291836347987,-0.00877192982456143,103,106,110
2025-07-27 22:17:00,22,27,7,6,67,25,p2,27,79,998,7.27,270,4,70.08,0.0,0.1,45.18,0.6,32.7,168.45,0,112,PM10,34.52423342170244,177.35456844236006,-0.008849557522123908,101,106,105
2025-07-27 23:17:00,23,27,7,6,71,29,p2,27,79,998,7.13,265,4,70.53,0.0,0.1,45.58,0.59,32.12,165.75,0,111,PM10,34.08703105807231,175.31583648270478,-0.008928571428571397,99,106,102
2025-07-28 00:17:00,0,28,7,0,65,24,p2,27,80,998,7.77,259,4,71.08,0.0,0.1,46.01,0.58,31.5,163.19,0,110,PM10,33.8030914427751,174.1553108989662,-0.009009009009009028,97,105,101
2025-07-28 01:17:00,1,28,7,0,71,29,p2,27,80,999,7.99,257,4,71.16,0.0,0.1,45.92,0.59,30.78,159.47,0,109,PM10,33.18216941651698,171.27506194062516,-0.009090909090909038,94,104,99
2025-07-28 02:17:00,2,28,7,0,68,26,p2,27,79,999,7.76,255,4,70.99,0.0,0.1,45.55,0.59,30.03,154.57,0,107,PM10,32.39989678873648,167.07998667927166,-0.01834862385321101,89,103,97
2025-07-28 03:17:00,3,28,7,0,69,27,p2,27,79,999,8.23,255,4,70.57,0.0,0.11,45.04,0.61,29.05,148.28,0,104,PM10,31.427787437862165,161.57784964214,-0.028037383177570097,86,102,96
2025-07-28 04:17:00,4,28,7,0,72,29,p2,28,78,1000,8.2,251,4,70.14,0.0,0.1,45.02,0.61,28.36,143.78,0,102,PM10,30.496856409066794,156.0665807554902,-0.019230769230769273,85,101,95
2025-07-28 05:17:00,5,28,7,0,74,30,p2,28,78,999,8.06,253,4,70.24,0.0,0.1,45.53,0.62,28.25,142.76,0,99,PM10,29.853786055227108,152.16205908402557,-0.02941176470588236,85,101,95
2025-07-28 06:17:00,6,28,7,0,75,32,p2,29,76,999,8.34,254,4,70.33,0.0,0.1,46.2,0.63,28.23,142.09,0,98,PM10,29.529250646750125,149.9702973011682,-0.010101010101010055,86,94,95
2025-07-28 07:17:00,7,28,7,0,81,36,p2,29,74,999,8.89,253,4,70.53,0.01,0.09,46.6,0.62,27.66,138.75,0,96,PM10,29.0475561377175,146.63375217668775,-0.020408163265306145,86,101,94
2025-07-28 08:17:00,8,28,7,0,78,34,p2,29,75,998,9.52,254,4,70.29,0.01,0.08,46.65,0.62,27.17,135.93,0,95,PM10,28.655470782851772,144.29502457633862,-0.01041666666666663,88,102,94
2025-07-28 09:17:00,9,28,7,0,74,31,p2,29,75,998,9.6,254,4,70.26,0.0,0.08,46.53,0.61,27.52,138.07,0,95,PM10,28.462822041527026,143.2670226638016,0.0,90,102,94
2025-07-28 10:17:00,10,28,7,0,82,37,p2,29,76,997,9.8,255,4,70.96,0.0,0.07,46.89,0.6,29.24,146.96,0,95,PM10,28.56536284724453,143.86197618326935,0.0,93,101,93
2025-07-28 11:17:00,11,28,7,0,66,24,p2,29,77,997,9.52,252,4,71.33,0.0,0.07,47.28,0.58,30.16,151.39,0,96,PM10,28.773362408465527,145.01492879225188,0.010526315789473717,95,102,93
2025-07-28 12:17:00,12,28,7,0,64,23,p2,28,78,997,8.47,249,4,71.81,0.0,0.08,47.66,0.56,31.28,156.19,0,96,PM10,29.09996957790601,146.59130435572646,0.0,99,103,93
2025-07-28 13:17:00,13,28,7,0,68,26,p2,28,80,997,8.45,246,4,71.98,0.0,0.08,47.71,0.56,32.19,160.05,0,97,PM10,29.657857079077772,148.6515600924892,0.01041666666666674,103,108,93
2025-07-28 14:17:00,14,28,7,0,75,31,p2,28,82,997,8.46,245,4,71.5,0.0,0.1,47.18,0.58,32.83,162.3,0,99,PM10,30.32395021459739,151.230672219983,0.020618556701030855,107,112,93
2025-07-28 15:17:00,15,28,7,0,64,23,p2,28,81,998,8.35,248,4,69.8,0.0,0.1,45.35,0.61,32.47,163.04,0,100,PM10,30.761812509658498,153.5959172014667,0.010101010101010166,110,116,93
2025-07-28 16:17:00,16,28,7,0,72,29,p2,28,80,999,8.34,249,4,69.78,0.0,0.1,45.41,0.61,33.38,167.78,0,102,PM10,31.40986415500266,157.2917267253613,0.020000000000000018,111,117,93
2025-07-28 17:17:00,17,28,7,0,74,31,p2,28,81,999,8.2,251,4,69.87,0.0,0.1,45.53,0.62,33.72,169.79,0,104,PM10,31.990815051867806,160.44957672860485,0.019607843137254832,110,118,94
2025-07-28 18:17:00,18,28,7,0,81,36,p2,27,80,1000,8.39,252,4,69.64,0.0,0.1,45.6,0.63,33.39,167.77,0,105,PM10,32.34374216563883,162.29085881697495,0.009615384615384581,109,116,94
2025-07-28 19:17:00,19,28,7,0,77,33,p2,27,80,1000,8.62,252,4,69.27,0.0,0.1,45.41,0.64,32.25,161.67,0,105,PM10,32.39770991797396,162.50747404085232,0.0,108,115,94
2025-07-28 20:17:00,20,28,7,0,79,34,p2,27,80,999,9.3,256,4,68.61,0.0,0.1,45.23,0.67,30.57,151.44,0,104,PM10,32.086609126046284,160.48711308945497,-0.00952380952380949,107,113,92
2025-07-28 21:17:00,21,28,7,0,73,30,p2,27,81,998,9.62,257,4,69.05,0.0,0.1,45.86,0.65,29.65,148.27,0,103,PM10,31.75718776164599,158.82746082799684,-0.009615384615384581,106,110,89
2025-07-28 22:17:00,22,28,7,0,79,35,p2,27,80,997,9.71,260,4,69.49,0.0,0.1,46.8,0.64,28.51,142.33,0,101,PM10,31.213435073345387,155.8850996413856,-0.01941747572815533,106,105,82
2025-07-28 23:17:00,23,28,7,0,77,33,p2,27,80,997,9.58,265,4,70.08,0.0,0.09,47.85,0.64,27.98,139.41,0,99,PM10,30.56095363307077,152.38975217978037,-0.01980198019801982,106,102,77
2025-07-29 00:17:00,0,29,7,1,77,33,p2,27,80,997,9.27,260,4,70.13,0.0,0.09,48.37,0.66,27.22,133.68,0,97,PM10,29.733984258262385,147.24081717618864,-0.02020202020202022,105,101,72
2025-07-29 01:17:00,1,29,7,1,77,33,p2,27,81,998,9.65,260,4,69.96,0.0,0.09,48.53,0.66,26.19,127.77,0,94,PM10,28.69389448276,141.1126251693169,-0.030927835051546393,104,99,69
2025-07-29 02:17:00,2,29,7,1,79,34,p2,27,82,998,9.76,260,4,69.72,0.0,0.09,48.56,0.65,24.66,118.46,0,89,PM10,27.2936798916035,132.5109612039464,-0.05319148936170215,103,97,68
2025-07-29 03:17:00,3,29,7,1,88,41,p2,27,81,998,9.99,261,4,69.75,0.0,0.08,48.91,0.65,24.06,115.75,0,86,PM10,26.219103824085703,126.54739497456526,-0.0337078651685393,102,96,67
2025-07-29 04:17:00,4,29,7,1,83,37,p2,28,80,999,10.18,260,4,70.22,0.01,0.07,49.46,0.65,24.47,119.97,0,85,PM10,25.672789085228516,124.29907989602579,-0.011627906976744207,101,95,69
2025-07-29 06:17:00,6,29,7,1,65,24,p2,29,77,999,10.32,261,4,71.47,0.01,0.06,66.15,0.64,0.5,125.23,0,85,PM10,12.604700854700855,124.61900509168406,0.0,101,95,70
2025-07-29 07:17:00,7,29,7,1,92,44,p2,29,75,998,11.01,261,4,71.72,0.01,0.05,49.03,0.63,25.26,125.98,0,86,PM10,18.93135775335775,125.21544926548916,0.0117647058823529,94,95,70
2025-07-29 08:17:00,8,29,7,1,78,34,p2,29,76,998,10.98,258,4,71.67,0.01,0.05,47.65,0.63,25.96,127.85,0,86,PM10,22.44491086691087,126.14845227806458,0.0,101,94,71
2025-07-29 10:17:00,10,29,7,1,72,29,p2,29,75,996,10.35,255,4,72.58,0.01,0.05,45.87,0.64,29.48,140.92,0,88,PM10,25.962322344322338,129.40251968448504,0.023255813953488413,102,94,72
2025-07-29 11:17:00,11,29,7,1,68,26,p2,29,77,996,10.03,248,4,73.7,0.01,0.05,45.86,0.62,30.83,146.16,0,90,PM10,28.396305250305254,132.80447856387966,0.022727272727272707,102,94,75
2025-07-29 12:17:00,12,29,7,1,64,23,p2,28,79,996,9.88,245,4,74.56,0.01,0.06,46.06,0.62,32.87,154.91,0,93,PM10,30.633684981684976,139.25957781547308,0.03333333333333344,101,93,74
2025-07-29 13:17:00,13,29,7,1,63,22,p2,28,79,997,9.9,248,4,75.1,0.0,0.07,46.31,0.59,32.32,156.21,0,95,PM10,31.477372405372403,143.94657658812315,0.021505376344086002,102,93,74
2025-07-29 14:17:00,14,29,7,1,75,32,p2,27,82,997,9.44,245,4,74.81,0.0,0.09,46.19,0.6,34.48,165.05,0,99,PM10,32.97957264957265,151.54476326063474,0.042105263157894646,103,93,75
2025-07-29 15:17:00,15,29,7,1,77,33,p2,27,82,998,8.74,249,4,73.98,0.0,0.1,45.79,0.62,36.42,173.6,0,103,PM10,34.701035409035406,160.0185479007404,0.04040404040404044,108,93,77
2025-07-29 16:17:00,16,29,7,1,82,37,p2,27,81,998,8.73,256,4,72.98,0.0,0.1,45.45,0.63,37.59,180.19,0,107,PM10,36.147096459096446,168.04333692918462,0.03883495145631066,112,93,78
2025-07-29 17:17:00,17,29,7,1,85,39,p2,27,81,998,8.74,257,4,71.69,0.0,0.1,45.18,0.64,37.8,183.27,0,110,PM10,36.97522588522588,173.0799887785999,0.028037383177569986,116,93,78
2025-07-29 18:17:00,18,29,7,1,91,44,p2,27,81,999,8.95,260,4,70.02,0.0,0.1,44.55,0.67,37.07,180.57,0,111,PM10,37.024151404151404,174.73923280160548,0.009090909090909038,117,93,78
2025-07-29 19:17:00,19,29,7,1,83,37,p2,27,80,998,9.08,261,4,67.67,0.0,0.11,43.62,0.71,35.5,170.75,0,110,PM10,36.05882735643634,173.54056630832437,-0.009009009009009028,118,94,77
2025-07-29 20:17:00,20,29,7,1,86,40,p2,27,80,998,8.98,259,4,67.08,0.0,0.11,43.48,0.71,34.24,165.57,0,109,PM10,35.47229526460676,171.13252899897608,-0.009090909090909038,116,94,75
2025-07-29 21:17:00,21,29,7,1,85,39,p2,27,80,997,8.84,257,4,66.6,0.0,0.11,43.53,0.72,33.36,160.21,0,108,PM10,34.945533716622926,168.29741471205583,-0.00917431192660545,115,94,73
