datetime,hour,day,month,weekday,aqi_us,aqi_cn,main_pollutant,temp,humidity,pressure,wind_speed,wind_direction,openweather_aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
2025-08-21 09:17:00,9,21,8,3,58,19,p2,28,82,1001,4.49,242,2,252.6,0.1,3.11,50.14,2.28,12.52,14.78,0
2025-08-21 10:17:00,10,21,8,3,62,21,p2,27,82,1001,3.47,247,2,248.95,0.11,2.63,52.78,2.0,12.89,15.03,0
2025-08-21 12:17:00,12,21,8,3,62,21,p2,27,85,1000,1.6,94,2,216.14,0.03,1.71,53.12,1.14,11.11,12.89,0
2025-08-21 13:17:00,13,21,8,3,89,42,p2,27,84,1000,2.35,242,1,197.3,0.01,1.3,52.46,0.77,9.72,11.33,0
2025-08-21 14:17:00,14,21,8,3,144,73,p2,28,80,1002,3.29,66,1,179.3,0.0,0.93,51.1,0.51,8.34,9.87,0
2025-08-21 15:17:00,15,21,8,3,161,94,p2,28,79,1001,2.9,162,1,100.0,0.0,0.1,40.1,0.12,4.25,6.6,0
2025-08-21 16:17:00,16,21,8,3,115,58,p2,28,81,1003,1.53,163,1,103.07,0.0,0.1,40.85,0.12,4.45,6.75,0
2025-08-21 17:17:00,17,21,8,3,78,34,p2,28,82,1002,3.49,209,1,106.75,0.0,0.11,41.67,0.12,4.72,7.02,0
2025-08-21 18:17:00,18,21,8,3,71,29,p2,27,84,1002,4.27,245,1,110.41,0.0,0.1,42.49,0.12,5.1,7.48,0
2025-08-21 19:17:00,19,21,8,3,102,51,p2,27,85,1003,3.99,249,1,113.33,0.0,0.11,43.13,0.13,5.57,8.37,0
2025-08-21 20:17:00,20,21,8,3,100,50,p2,27,89,1002,3.74,263,1,115.43,0.0,0.11,43.45,0.14,6.01,9.42,0
2025-08-21 21:17:00,21,21,8,3,115,58,p2,27,89,1001,3.88,270,1,117.02,0.0,0.11,43.55,0.16,6.37,10.48,0
2025-08-21 22:17:00,22,21,8,3,132,66,p2,27,89,1001,4.3,258,1,118.79,0.0,0.11,43.62,0.17,6.62,11.1,0
2025-08-21 23:17:00,23,21,8,3,135,68,p2,27,90,1001,4.94,249,1,120.57,0.0,0.11,43.61,0.18,6.79,11.58,0
2025-08-22 00:17:00,0,22,8,4,112,56,p2,27,89,1001,4.88,248,1,122.37,0.0,0.11,43.51,0.18,6.95,12.1,0
2025-08-22 01:17:00,1,22,8,4,112,56,p2,27,91,1002,5.72,247,1,123.63,0.0,0.11,43.44,0.19,7.08,12.63,0
2025-08-22 02:17:00,2,22,8,4,80,35,p2,27,90,1003,5.76,247,1,124.79,0.0,0.11,43.39,0.19,7.23,13.09,0
2025-08-22 03:17:00,3,22,8,4,71,29,p2,27,88,1003,5.87,246,1,125.34,0.0,0.12,43.47,0.2,7.45,13.44,0
2025-08-22 04:17:00,4,22,8,4,65,24,p2,28,87,1003,6.33,249,1,125.53,0.01,0.11,43.58,0.2,7.62,13.75,0
2025-08-22 05:17:00,5,22,8,4,61,21,p2,28,86,1003,6.9,248,1,125.93,0.01,0.1,43.75,0.21,7.73,14.1,0
2025-08-22 06:17:00,6,22,8,4,58,18,p2,28,85,1002,6.66,253,1,126.24,0.01,0.08,43.94,0.22,7.73,14.39,0
2025-08-22 07:17:00,7,22,8,4,54,15,p2,28,83,1002,6.96,256,1,126.56,0.01,0.07,44.07,0.23,7.61,14.68,0
2025-08-22 08:17:00,8,22,8,4,52,14,p2,28,84,1001,7.19,254,1,126.6,0.01,0.07,44.37,0.24,7.53,15.48,0
2025-08-22 09:17:00,9,22,8,4,50,13,p2,29,83,1000,7.18,254,1,126.35,0.01,0.07,44.86,0.26,7.43,16.32,0
2025-08-22 10:17:00,10,22,8,4,50,13,p2,29,83,1000,6.92,253,1,126.31,0.01,0.07,45.64,0.27,7.26,17.24,0
2025-08-22 11:17:00,11,22,8,4,42,11,p2,28,84,999,7.0,251,1,125.76,0.01,0.07,46.4,0.28,7.13,18.55,0
2025-08-22 12:17:00,12,22,8,4,39,10,p2,28,85,999,7.07,247,2,124.54,0.01,0.07,47.13,0.29,7.29,20.51,0
2025-08-22 13:17:00,13,22,8,4,39,10,p2,28,85,1000,7.27,242,2,123.18,0.0,0.09,47.78,0.3,7.71,22.55,0
2025-08-22 14:17:00,14,22,8,4,46,12,p2,28,87,1000,7.66,239,1,129.35,0.0,0.13,48.28,0.28,7.22,16.54,0
2025-08-22 15:17:00,15,22,8,4,57,18,p2,27,88,1000,7.44,240,2,127.18,0.0,0.13,49.88,0.31,8.24,20.17,0
2025-08-22 16:17:00,16,22,8,4,58,18,p2,27,89,1001,7.18,240,2,122.54,0.0,0.12,50.54,0.33,9.38,24.73,0
2025-08-22 17:17:00,17,22,8,4,60,20,p2,27,89,1001,7.46,244,2,116.63,0.0,0.11,50.17,0.35,10.43,28.6,0
2025-08-22 18:17:00,18,22,8,4,58,19,p2,27,89,1001,7.77,250,2,111.04,0.0,0.11,49.09,0.35,11.43,31.32,0
2025-08-22 19:17:00,19,22,8,4,57,18,p2,27,89,1001,8.06,255,2,107.27,0.0,0.1,47.99,0.36,12.33,33.89,0
2025-08-22 20:17:00,20,22,8,4,59,19,p2,27,88,1000,8.44,257,2,105.93,0.0,0.1,47.07,0.36,12.9,35.1,0
2025-08-22 21:17:00,21,22,8,4,71,29,p2,27,88,1000,8.54,259,2,105.75,0.0,0.11,46.3,0.35,13.13,34.85,0
2025-08-22 22:17:00,22,22,8,4,56,17,p2,27,88,999,8.9,262,2,105.77,0.0,0.11,45.43,0.34,13.05,33.19,0
2025-08-22 23:17:00,23,22,8,4,56,17,p2,27,88,999,8.72,262,2,105.52,0.0,0.11,44.36,0.34,13.0,31.98,0
2025-08-23 00:17:00,0,23,8,5,59,19,p2,27,88,1000,8.67,263,2,103.62,0.0,0.11,43.45,0.34,13.09,31.7,0
2025-08-23 01:17:00,1,23,8,5,55,16,p2,27,88,1000,8.89,265,2,101.42,0.0,0.11,42.58,0.35,13.39,33.56,0
2025-08-23 02:17:00,2,23,8,5,60,20,p2,27,88,1001,8.34,262,2,99.43,0.0,0.11,42.18,0.35,13.68,35.57,0
2025-08-23 03:17:00,3,23,8,5,62,21,p2,27,85,1001,8.09,259,2,98.28,0.01,0.1,42.31,0.34,13.74,36.28,0
2025-08-23 04:17:00,4,23,8,5,61,21,p2,27,83,1001,8.42,262,2,98.69,0.01,0.08,42.97,0.33,13.37,35.93,0
2025-08-23 05:17:00,5,23,8,5,70,28,p2,28,82,1001,8.58,265,2,99.82,0.01,0.07,43.59,0.32,12.97,35.82,0
2025-08-23 06:17:00,6,23,8,5,61,21,p2,28,81,1001,8.33,268,2,100.34,0.01,0.06,43.53,0.32,13.1,37.39,0
2025-08-23 07:17:00,7,23,8,5,71,29,p2,29,78,1000,8.37,263,2,99.36,0.01,0.05,42.75,0.32,13.79,40.57,0
2025-08-23 08:17:00,8,23,8,5,64,23,p2,29,78,1000,8.17,260,2,96.76,0.01,0.05,41.24,0.34,14.89,45.35,0
2025-08-23 09:17:00,9,23,8,5,65,24,p2,29,77,999,8.02,258,3,93.2,0.01,0.05,39.61,0.37,16.07,50.66,0
2025-08-23 10:17:00,10,23,8,5,68,26,p2,29,77,999,8.63,257,3,89.79,0.01,0.06,38.38,0.4,17.13,56.32,0
2025-08-23 11:17:00,11,23,8,5,61,21,p2,28,79,999,8.77,257,3,87.96,0.01,0.06,37.75,0.42,17.59,60.54,0
2025-08-23 12:17:00,12,23,8,5,63,22,p2,28,81,999,8.91,250,3,88.5,0.01,0.07,37.71,0.43,17.35,61.34,0
2025-08-23 13:17:00,13,23,8,5,59,19,p2,28,81,999,8.52,246,3,90.42,0.01,0.09,38.06,0.42,16.76,57.54,0
2025-08-23 14:17:00,14,23,8,5,64,23,p2,28,83,1000,8.19,242,3,92.28,0.0,0.11,38.32,0.42,16.38,54.63,0
2025-08-23 15:17:00,15,23,8,5,64,23,p2,27,85,1000,8.26,244,3,93.52,0.0,0.11,38.34,0.47,18.17,72.09,0
2025-08-23 17:17:00,17,23,8,5,67,25,p2,27,85,1001,7.68,244,3,99.27,0.0,0.11,38.88,0.47,17.58,74.78,0
2025-08-23 18:17:00,18,23,8,5,76,32,p2,27,84,1001,7.58,248,3,101.61,0.0,0.11,39.13,0.48,17.55,75.12,0
2025-08-23 19:17:00,19,23,8,5,76,32,p2,27,84,1001,7.77,254,3,103.11,0.0,0.11,39.4,0.47,17.29,73.58,0
2025-08-23 20:17:00,20,23,8,5,65,24,p2,27,84,1001,7.86,256,3,103.66,0.0,0.12,39.69,0.47,16.89,71.03,0
2025-08-23 21:17:00,21,23,8,5,54,15,p2,27,84,1000,7.56,259,3,103.49,0.0,0.12,40.07,0.46,16.98,71.26,0
2025-08-23 22:17:00,22,23,8,5,53,15,p2,27,86,1000,7.66,260,3,102.44,0.0,0.12,40.28,0.47,17.48,73.21,0
2025-08-23 23:17:00,23,23,8,5,39,10,p2,27,86,1000,7.9,262,3,100.56,0.0,0.12,40.17,0.48,18.04,75.29,0
2025-08-24 00:17:00,0,24,8,6,38,10,p2,27,86,1000,7.37,267,3,98.62,0.0,0.12,40.13,0.48,18.09,73.48,0
2025-08-24 01:17:00,1,24,8,6,52,14,p2,27,86,1000,7.05,267,3,97.02,0.0,0.12,40.12,0.47,17.92,70.65,0
2025-08-24 02:17:00,2,24,8,6,50,13,p2,27,85,1001,6.93,264,3,95.69,0.0,0.12,40.13,0.48,17.98,71.31,0
2025-08-24 03:17:00,3,24,8,6,64,23,p2,28,83,1001,7.05,259,3,95.14,0.0,0.11,40.37,0.49,18.15,73.75,0
2025-08-24 04:17:00,4,24,8,6,62,22,p2,28,82,1002,7.76,260,3,95.27,0.01,0.11,40.68,0.5,18.34,78.1,0
2025-08-24 05:17:00,5,24,8,6,69,27,p2,28,80,1002,7.61,259,3,94.97,0.01,0.1,40.99,0.52,18.92,85.07,0
2025-08-24 06:17:00,6,24,8,6,64,23,p2,28,78,1002,7.87,260,3,95.82,0.01,0.08,41.15,0.51,18.84,85.97,0
2025-08-24 07:17:00,7,24,8,6,63,23,p2,29,77,1001,8.32,259,3,95.79,0.01,0.07,41.02,0.51,18.95,86.16,0
2025-08-24 08:17:00,8,24,8,6,66,24,p2,29,76,1001,8.19,255,3,95.61,0.01,0.06,40.7,0.5,18.89,85.28,0
2025-08-24 09:17:00,9,24,8,6,62,21,p2,29,77,1000,8.26,256,3,95.46,0.01,0.06,40.41,0.5,18.82,84.75,0
2025-08-24 10:17:00,10,24,8,6,64,23,p2,29,77,1000,8.38,257,3,93.89,0.01,0.06,40.17,0.52,19.27,88.6,0
2025-08-24 11:17:00,11,24,8,6,64,23,p2,28,78,1000,7.79,256,3,94.71,0.01,0.06,39.98,0.5,19.07,88.98,0
2025-08-24 12:17:00,12,24,8,6,59,19,p2,28,80,1000,7.72,257,3,93.2,0.01,0.07,39.81,0.51,19.02,89.36,0
2025-08-24 13:17:00,13,24,8,6,59,19,p2,28,80,1000,7.99,258,3,91.94,0.01,0.09,39.69,0.51,18.92,89.29,0
2025-08-24 14:17:00,14,24,8,6,58,18,p2,28,82,1000,7.88,252,3,90.39,0.0,0.1,39.53,0.51,18.85,88.98,0
2025-08-24 15:17:00,15,24,8,6,60,20,p2,28,83,1000,7.81,246,3,85.29,0.0,0.11,38.79,0.55,20.28,90.62,0
2025-08-24 16:17:00,16,24,8,6,64,23,p2,27,86,1002,7.74,250,3,85.69,0.0,0.12,38.49,0.56,20.46,94.07,0
2025-08-24 17:17:00,17,24,8,6,70,28,p2,27,86,1002,7.73,253,3,86.87,0.0,0.12,38.43,0.56,20.66,96.82,0
2025-08-24 18:17:00,18,24,8,6,69,27,p2,27,86,1002,6.89,254,3,88.48,0.0,0.12,38.38,0.56,20.73,97.56,0
2025-08-24 19:17:00,19,24,8,6,66,24,p2,27,85,1003,7.31,247,3,89.67,0.0,0.12,38.38,0.55,20.49,95.46,0
2025-08-24 20:17:00,20,24,8,6,68,26,p2,27,83,1002,7.14,247,3,89.83,0.0,0.12,38.42,0.54,20.15,92.49,0
2025-08-24 21:17:00,21,24,8,6,62,22,p2,27,85,1002,7.12,254,3,89.07,0.0,0.12,38.47,0.52,19.95,89.93,0
2025-08-24 22:17:00,22,24,8,6,81,36,p2,27,86,1001,6.83,263,3,87.64,0.0,0.12,38.48,0.51,20.06,90.83,0
2025-08-24 23:17:00,23,24,8,6,59,19,p2,27,86,1001,6.58,266,3,85.77,0.0,0.12,38.28,0.51,20.38,93.02,0
2025-08-25 00:17:00,0,25,8,0,64,23,p2,27,85,1001,6.1,266,3,84.55,0.0,0.12,38.31,0.51,20.51,94.04,0
2025-08-25 01:17:00,1,25,8,0,66,24,p2,27,83,1001,5.79,271,3,84.29,0.0,0.12,38.58,0.5,20.53,94.04,0
2025-08-25 08:17:00,8,25,8,0,78,34,p2,29,75,1001,5.94,247,3,84.24,0.01,0.07,38.44,0.44,19.25,96.24,0
2025-08-25 14:17:00,14,25,8,0,65,24,p2,27,83,1001,5.96,248,3,82.33,0.0,0.12,36.77,0.46,19.65,95.82,0
2025-08-25 15:17:00,15,25,8,0,72,29,p2,27,83,1001,5.43,242,3,77.14,0.0,0.12,35.48,0.53,20.65,97.86,0
2025-08-25 16:17:00,16,25,8,0,74,30,p2,27,83,1002,5.18,235,3,77.09,0.0,0.12,35.29,0.53,20.73,98.21,0
2025-08-25 19:17:00,19,25,8,0,79,34,p2,27,82,1003,5.9,251,3,78.01,0.0,0.12,35.07,0.54,20.98,99.18,0
2025-08-25 20:17:00,20,25,8,0,76,32,p2,27,82,1002,5.2,255,3,80.1,0.0,0.12,35.41,0.51,20.78,99.48,0
2025-08-26 11:17:00,11,26,8,1,66,24,p2,28,75,1002,5.51,234,3,81.53,0.01,0.08,36.69,0.4,20.34,96.98,0
2025-08-26 14:17:00,14,26,8,1,64,23,p2,28,81,1002,4.95,240,3,83.12,0.0,0.12,36.76,0.37,18.54,72.03,0
2025-08-26 15:17:00,15,26,8,1,70,28,p2,28,83,1003,5.35,248,3,84.27,0.0,0.12,36.89,0.36,18.06,68.64,0
2025-08-26 16:17:00,16,26,8,1,77,33,p2,27,84,1004,5.4,267,3,85.49,0.0,0.11,36.91,0.36,17.83,67.66,0
2025-08-26 17:17:00,17,26,8,1,88,41,p2,27,83,1004,4.46,276,3,86.42,0.0,0.11,36.94,0.37,17.94,69.13,0
2025-08-26 19:17:00,19,26,8,1,75,31,p2,27,84,1004,4.94,249,3,89.23,0.0,0.11,37.22,0.39,18.46,72.57,0
2025-08-26 20:17:00,20,26,8,1,71,28,p2,27,85,1003,5.59,250,3,91.39,0.0,0.11,37.49,0.39,18.76,74.21,0
2025-08-27 10:17:00,10,27,8,2,72,29,p2,28,76,1002,6.09,241,3,124.53,0.01,0.05,41.62,0.23,17.68,61.25,0
2025-08-27 15:17:00,15,27,8,2,70,28,p2,27,83,1003,5.38,241,3,100.87,0.0,0.1,40.34,0.28,18.21,76.17,0
2025-08-27 16:17:00,16,27,8,2,89,42,p2,27,84,1004,5.15,246,3,98.12,0.0,0.1,40.1,0.28,17.98,77.85,0
2025-08-27 19:17:00,19,27,8,2,72,29,p2,27,84,1004,5.73,253,3,94.52,0.0,0.1,40.09,0.3,17.78,81.59,0
2025-08-27 20:17:00,20,27,8,2,66,25,p2,27,84,1004,5.93,253,3,92.32,0.0,0.1,39.89,0.32,17.69,79.61,0
2025-08-29 18:17:00,18,29,8,4,88,41,p2,27,83,1004,5.6,234,3,116.57,0.0,0.09,46.58,0.25,20.9,78.15,0
2025-08-29 19:17:00,19,29,8,4,84,38,p2,26,84,1004,5.15,246,3,113.3,0.0,0.09,46.62,0.24,21.44,81.11,0
2025-08-29 20:17:00,20,29,8,4,80,35,p2,26,84,1004,5.17,256,3,111.25,0.0,0.09,46.71,0.24,21.9,83.43,0
2025-08-30 09:17:00,9,30,8,5,90,43,p2,28,74,1004,5.77,234,3,122.37,0.01,0.04,45.64,0.14,24.34,96.35,0
2025-08-30 17:17:00,17,30,8,5,99,50,p2,27,84,1005,5.12,257,4,114.1,0.0,0.1,43.47,0.25,25.24,103.71,0
2025-08-30 18:17:00,18,30,8,5,82,36,p2,27,85,1005,4.69,258,4,104.25,0.0,0.1,42.08,0.28,24.53,103.55,0
2025-08-30 19:17:00,19,30,8,5,80,36,p2,26,83,1004,4.97,235,4,102.18,0.0,0.1,42.31,0.27,23.75,100.21,0
2025-08-30 20:17:00,20,30,8,5,86,40,p2,26,85,1004,5.25,253,3,97.88,0.0,0.1,41.89,0.28,22.98,98.13,0
2025-08-31 09:17:00,9,31,8,6,61,21,p2,28,76,1003,7.32,248,3,97.48,0.01,0.05,41.16,0.29,18.68,75.32,0
2025-08-31 10:17:00,10,31,8,6,99,50,p2,28,76,1002,7.44,250,3,95.78,0.01,0.06,40.64,0.3,18.9,75.25,0
2025-08-31 11:17:00,11,31,8,6,92,44,p2,27,77,1002,7.56,251,3,93.76,0.01,0.07,40.1,0.32,19.03,74.82,0
2025-08-31 12:17:00,12,31,8,6,61,21,p2,27,79,1001,7.46,253,3,91.8,0.01,0.08,39.6,0.33,19.01,74.09,0
2025-08-31 13:17:00,13,31,8,6,96,47,p2,27,81,1001,7.11,249,3,89.65,0.01,0.08,38.74,0.35,17.67,69.92,0
2025-08-31 14:17:00,14,31,8,6,61,21,p2,27,83,1002,7.01,245,3,87.07,0.0,0.1,37.95,0.37,17.59,70.82,0
2025-08-31 15:17:00,15,31,8,6,92,44,p2,26,84,1002,7.2,244,3,84.48,0.0,0.11,37.1,0.39,17.63,72.68,0
2025-08-31 16:17:00,16,31,8,6,62,22,p2,26,83,1003,7.44,251,3,83.05,0.0,0.11,36.59,0.41,17.6,74.11,0
2025-08-31 17:17:00,17,31,8,6,92,44,p2,26,82,1003,7.83,256,3,83.25,0.0,0.1,36.75,0.42,17.47,74.97,0
2025-08-31 18:17:00,18,31,8,6,87,41,p2,26,80,1003,7.43,259,3,84.59,0.0,0.1,37.35,0.43,17.29,75.12,0
2025-08-31 19:17:00,19,31,8,6,66,24,p2,26,81,1003,7.59,258,3,86.41,0.0,0.1,38.25,0.42,17.1,73.49,0
2025-09-01 10:17:00,10,1,9,0,97,49,p2,28,73,999,8.96,260,3,93.19,0.01,0.05,47.58,0.53,19.54,83.99,0
2025-09-01 11:17:00,11,1,9,0,78,34,p2,28,73,999,8.96,258,3,93.19,0.01,0.06,47.52,0.56,19.38,83.03,0
2025-09-01 12:17:00,12,1,9,0,96,47,p2,27,75,999,7.91,257,3,93.25,0.01,0.07,47.61,0.59,19.22,81.7,0
2025-09-01 13:17:00,13,1,9,0,63,22,p2,27,78,999,7.47,250,3,94.16,0.0,0.08,48.02,0.61,19.06,80.4,0
2025-09-01 14:17:00,14,1,9,0,105,53,p2,26,80,999,7.54,248,3,95.03,0.0,0.09,47.88,0.59,18.06,75.5,0
2025-09-01 15:17:00,15,1,9,0,116,58,p2,26,82,1000,7.49,246,3,95.84,0.0,0.09,48.18,0.61,18.24,75.51,0
2025-09-01 16:17:00,16,1,9,0,69,26,p2,26,83,1001,7.71,251,3,96.58,0.0,0.09,48.44,0.62,18.4,75.53,0
2025-09-01 17:17:00,17,1,9,0,89,42,p2,26,83,1001,7.74,252,3,97.56,0.0,0.09,48.84,0.63,18.7,76.4,0
2025-09-01 18:17:00,18,1,9,0,77,33,p2,26,83,1001,7.67,253,3,98.42,0.0,0.09,49.31,0.65,19.18,78.51,0
